idx,class,conversation
3339,기타 괴롭힘 대화,"머라는거야 너 참 맘에 안든다
내가 멀
진짜 멀이라니 눈 깔어
왜 그래
니 눈 맘에 안들어
아휴
아휴라니 그말은 머야
미안
미안하긴 머가 미안한데
미안"
3340,갈취 대화,"거기 이리와봐.
저요?
그래 교복입은 너
왜 그러시는대요?
이리올래? 내가 갈까?
왜그러시는데요. 저 학원가야 해요.
너 지금 돈 있는거 다 내놔
문제집 살 돈이에요.
맞고싶냐? 좋게 말할때 돈 내놔
돈 드릴테니까 때리지마세요."
3341,갈취 대화,"너 뒤지기 싫으면 내일까지 돈 들고와
 내가 왜.?
 드라마 못봤냐? 우린 깐부잖아
 아니 장난치지마
 장난치는걸로 보이냐? 내일까지 돈만들어와라
 협박하는거야? 신고할거야
 신고? 해봐! 학교생활 고통스럽게 해줄게
 나 돈이 없어.
 부모한테 돈을 받든지 전단지돌리던지 어떻게든 구해와 내일까지
 알겠어"
3342,갈취 대화,"야 아침 먹었냐?
응. 먹었어 근데 왜.?
거짓말 밥 안먹었잖아 주먹 밥 먹으러 가자머리를 쓰다듬으며
어. 나 밥 먹었다니까?
내가 먹으러 가자는데 토다는거야? 가자고 하면 가면 되잖아!!
어. 알겠어.
사장님 저 주먹밥 세개만 주세요!! 너가 두개 먹어 난 같이 와줬으니까 니가 사줘
응. 근데 나 돈이 별로 없는데. 같이 내면 안될까?
싫은데? 나는 돈 없어 야 친구인데 이정도는 괜찮은거 아니야?
알겠어"
3343,기타 괴롭힘 대화,"엄마 내가 시아 언니방에서 재밌는 노트 발견했어!
뭔데 엄마 보여줘봐 '남자친구랑 오늘 헤어졌는데 세상이 무너지는 기분이었다' 야 이게 뭐냐 제 중이병 온 거 아니야? 여보 이거 좀 봐바
오메 우리딸 사춘기 왔나보네 귀엽게 노네 뒷장도 읽어봐.
엄마 아빠? 지금 뭐 보고 있는거야? 그거 내 일기장 아니야?
언니 내가 보라고 가져다 줬어! 언니 근데 일기장 뭐야 진짜 웃겨 세쉥이 무눠쥐는 기분이오따 
내 프라이버시를 그렇게 마음대로 훔쳐봐도 되는거야? 내가 일기장 남들 보라고 쓴 줄 알아? 왜 맘대로 봐? 그리고 왜 마음대로 내 방 들어오냐고 일기보면서 다같이 히히덕거리니까 좋아?
딸 왜 그렇게 예민하게 굴어 재밌구만 뭘 알겠어 딸 다음부터 안 볼게 됐지? 근데 남자친구랑 왜 헤어졌어?
그러게 우리 첫째딸 왜 헤어졌어 우리 딸 같은 여자 만나기도 힘들겠구만.
봐봐 다 읽었네. 진짜 화난다. 남의 일기 막 읽으면 좋아? 나 진짜 찾지마. 내일까지 집에 안 들어 올거야.
딸 남이 뭐야 부모님한테 니 똥귀저기 다 갈아주고 했는데 읽을 수도 있지. 뭘 그렇게 예민하게 굴어
그러게 아가 아유 못 본척 할게 화 풀어 혹시 남자친구랑 헤어져서 기분 안 좋아서 그래?"
3344,일반 대화,"요즘 유기견 많이 보이네요
유기견 너무 많죠 근데 신고 하기도 그래요
왜요 신고하는게 주인 찾기 좋지 않나요?
그런것도 있지만...
왜요 신고하면 안 좋아요?
예전에 강아지 잃어버려서 동물 보호하는데 갔거든요
에고 어떡해요
근데 거기 가보니 엄청 좁은 철장에 주인 잃어 버린 애들이 많더라구요
보통 주인이 못찾나 보군요
네 운 좋게 주인한테 가지만 보호 하다 입양 기회도 없으면 안락사 한데요"
3345,갈취 대화,"친구야
어.?무슨 일이야?
너 오늘 화장했어?
아응.
좀 잘먹었다 뭐썼어?
아 이거
이번 신상아니야? 너무 이쁘다 나 갖구 싶어
아 별로 안비싸던데
그래? 별로 안비싸니까 니가 하나 새거사면 되겠다 그치?
어?. 그건.
얼른 줘 친구야"
3346,갈취 대화,"자네 세금계산서 보내준 거 메일이랑 수치가 다르던데?
그게.
얼마나 해먹었어? 괜찮아. 다른 업체들도 다 그래.
회사에는 비밀로 해주십시오.
그래그래. 근데 성의는 표시해야지?
어느정도.생각하시죠?
10장. 네가 많이도 해먹었는데 그정도는 되겠지?
그건 너무 많습니다.
그럼 김사장한테 직접 말하는 수밖에 없지. 그리고 이 건은 국세청에도 걸리는거 알지?
좀 더 기한을 주십시오."
3347,직장 내 괴롭힘 대화,"어우 정대리 이번에도 참 글래머 스럽게 입고왔네
네? 지금 저한태 하신말이세요?
뭐 내가 틀린말 했어?
아니 말이 너무 성희롱 같잖아요
아니 이쁜걸 이쁘다고 하지 그런 소릴 듣고 싶지 않으면 꾸미지를 말던가
아니 진짜 너무 심하신거 아니에요!
아니 이 새끼 봐라 나한테 감히 대들어?
부장님 참으세요 요즘 시국에 여자들이 너무 나대는거 아시잖아요"
3348,일반 대화,"중고차 보러가는데 구매하는 것이 너무 어려운것같아
맞아 중고차는 사고차량도 있으니 잘 알아봐야해
언니 남편이 잘 알지 않을까?
나보다는 잘 알겠지만 아는언니가 같이 가달라고 하네
응 중고차는 직접 보고 사야해
맞아 요즘에는 어플이 너무 잘 되어있잖아
믿고는 사는데 봐야할 것이 많네
우리 남편은 사고차량에 민감하더라고
어플로 찾아보는것도 추천해
그 언니가 생각하는 가격은 있데?
웅 가격듣고 놀랐어
중고차인데도 비싸나 왜 놀랐어?
가격이 생각보다 비쌌나보다 ㅠㅠ"
3349,일반 대화,"영듀 오빠 백신 맞음?
백신 맞았을걸? 아마
1차 2차 다 맞았지
설마 얀센 맞은 건...?
맞다 영듀 2차까지 완료
화이자 맞았는데 생각보다 그냥 지나갔ㅇ,
아 1차 2차니까 얀센은 아니군 하하
안 아프고 잘 넘어감
겁났었는데 잘 넘어갔다 진짜 안 아프고
얀센은 물백신이라대... 키키
회사에 아프다 하고 집에서 디아 했음
그래서 회사 이틀 쉬었지 개꿀이야
부스터샷이 진짜 개 아프대
회사에 일러줘야 되는디
부스터샷 까지 맞아야 해?
회사 이틀이나 쉬게 해줘?
우린 안 맞을 거야 종식될 떄까지
에이 그래도 맞지 그랬어"
3350,일반 대화,"연예인처럼 잘생겨지고 싶어.
너 정도면 잘생긴 편이야.
왜 잘생겨지고 싶어?
잘생긴 사람 보면 정말 멋지지 않아?
정말 멋지다고 생각 들지.
잘생겨지는 방법 없을까?
그러게, 잘생겨지고 싶은데...
성형수술하면 되잖아.
성형은 하기 싫어.
나도 성형은 절대로 안 해.
그럼 마사지 같은 거 해.
인터넷에 마사지해서 잘 생기는 법 있어."
3351,일반 대화,"요새 다니는 알바는 어때?
최저시급 안 챙겨줘서 신고할까 생각중이야
헐 그게 말이 돼?
악덕 사장이네 진짜
이런 가게 처음봐 당장 관두고 싶어
관둘 때 관두더라도 돈 받고 관둬
맞아.신고해야 다른 직원들도 피해 안볼듯
다들 걱정해줘서 고마워.
꼭 돈 다 받아내 알았지?
휴 나도 요즘 회사 일이 너무 힘들다
왜? 무슨 일이야?
혹시 전에 말한 그 또라이 상사?
응… 그 과장 때문에 죽겠어
너 많이 괴롭혀?
걔 진짜 나쁘다"
3352,직장 내 괴롭힘 대화,"신과장 오늘 사직서 쓰고 내일부터 나오지 말게나.
네? 왜 그러시는거죠? 저 사직서 쓴다고 얘기 드린 적 없는데요. 다른사람이랑 착각하시는거 아닌가요?
신과장 착각이 심한건가 눈치가 없는건가? 진짜 왜 짜르는지 모르나? 아니면 알면서도 모른척 하는건가?
저요.? 죄송한데 진짜 갑자기 왜 그러시는지 모르겠어요. 저 회사에 뭐 크게 일 낸것도 없는데.
1년전에 말이야. 누가 우리 회사 세금횡령한다고 내부고발했을 때 그게 누군지 몰랐거든? 근데 이제 알았어 신과장 자네가 내부고발 했다며. 지금까지 꽁꽁 숨기느라 힘들었겠어. 남의 등에 칼 꽂으니까 좋아?
그건 법을 어겼으니 신고한겁니다. 그리고 내부고발로 사직시키는거 법원까지 갈 수 있는 문제라는거 아십니까?
동료를 믿지 못 하고 외부에 신고한 사람은 더이상 우리랑 일 할 자격이 없어. 당장 내쫓기전에 짐 정리하고 내일까지 자리 비워. 너 말고도 유망한 인재 많으니까. 동료 등에 칼을 꽂았으면 끝을 볼 각오는 했어야지.
부당 해고 하시면 신고할겁니다. 저는 그때 마땅히 해야 할 일을 했을 뿐이에요. 제가 이렇게 쫓겨나야 할 이유 모르겠습니다.
모르겠다고? 아직도 그 말이 나와? 그때 감사 들어가고 회사 한동안 고생 많이 했어. 그정도는 동료로써 눈 감아줄 수 있는거 아닌가? 넌 동료의 믿음을 저버렸어. 빨리 나가. 꼴도 보기 싫으니까. 월급은 대충 내가 일한 날에 맞춰서 계좌로 보내줄게.
너무하시네요. 저도 이런 회사에 더 이상 있고 싶지 않아요.
우리도 같은 입장이야. 자기 혼자 정의로운 척 하는 사람하고는 일 할 이유 못 느껴."
3353,일반 대화,"집주변에는 편의시설이 꼭 필요한거 같아
어우 너무 맞는 말이지
맞아 그래서 타운하우스가 조금 불편한 면이 있어
타운하우스는 진짜 그렇겠다
간단하게 편의점 갈때도 차타고 가야할 것 같아
맞아 실제로 그런단지 많을걸 ㅠㅠ
어우 나는 타운하우스 좋다고 생각했는데 불편함이 클수도 있겠네
그래서 타운하우스 살지 말라고하잖아
맞아 요즘은 그냥 무조건 아파트야...
그치... 집값때문에 아파트로 몰리는 수요가 더 많아 졌어
맞아 그러니까 더 빠르게 많이 오르는거같아
역시 무조건 아파트가 옳은가봐"
3354,직장 내 괴롭힘 대화,"지은씨 제정신이에요? 여기 회사에요. 학교가 아니라고요.
 정말 죄송합니다. 그런데 이번엔 지하철이 연착돼서 늦을 수밖에 없었습니다.
 핑계대지마세요. 거짓말 하는 게 더 화나니까.
 정말입니다. 합정역 지하철 연착 검색해보세요.
 내가 검색을 해보라고요? 그게 상사한테 할 소리예요?
 죄송합니다.
 가만보면 지은씨는 뇌가 없는 사람 같아요. 사회생활의 기본도 안 되어 있다고요.
 말씀이 심하십니다.
 지금 날 탓하는 거예요? 지은씨는 앞으로 1시간 일찍 출근해서 인증사진 보내세요.
 그건 너무 과하신 것 같은데요.
 하라면 하세요. 아님 회사 그만두던지."
3355,기타 괴롭힘 대화,"이야 너 많이 컸다?
어.?
그냥 찐따 멸치 새낀 줄 알았는데 여자랑 다닐 줄도 알고
아.
뭐 덩치만 보면 여자인지 고릴라인지 잘 모르겠지만 
.요.용건만.말해줘
하 참 이 새끼봐라 학교 다닐 땐 나한테 쳐 맞으면서 살려달라고 빌빌거리던 놈이
지 분수를 모르고 깝치네?
아 .그만해 .
너 앞으로도 내 눈에 띄지말고 깝치지도 말고 조용히 살아라
아.알았어."
3356,일반 대화,"우리 부모님은 날 어떻게 키웠을까 ㅠ
키키 난 무서워서 아기 못 낳어
난 자식 못 낳을 듯 ㅠㅠ
돈 너무 마니 들어
희생이야 부모는 희생이얌...
진짜 ㅠㅠ 근데 자식 낳으면 욕심 생겨서
마즘 난 그만한 돈이 없어 키키
돈 또 많이 들겠지
엉 욕심 감당 안 될 듯
키키 내 물욕 채우기도 바쁜데 ㅠ
못해주면 미안할 거 같음
마자 ㅜㅜ 막 비교할 것 같애 ㅜㅜ 스스로
갑자기 운동이나 음악 한다고 하면 우짜누
오마이갓 상상만 해도...
내 말이 내 물욕 감당 안댕...
내 물욕 미쳐서..."
3357,기타 괴롭힘 대화,"니가 여긴 무슨 일이야?
내가 뭐 못올 때라도 왔니? 손님한테 너무한다. 얘
학교에서 그렇게 괴롭히더니. 왜 여기까지 따라왔냐고.
내가 널 따라온 게 아니라 밥 먹으러 왔는데 니네 가게 인거 잖아
어머 예진이 친구니?
안녕하세요 예진이 어머님 예진이 학교 친구에요.
하.그래 맛있게 먹고 가라.
야 너 손님한테 태도가 왜그래 ? 그리고 니가 내 핸드폰 부셔먹은거 기억 안나?
그게 왜 내가 부순거야? 니가 나 괴롭히는 거 찍다가 떨어뜨린 거잖아.
그러니까 니가 왜 살겠다고 발악을 해 이거 어머님 보여드려 ?
그러지마.제발. 우리 엄마한테 상처 드리고 싶지 않단말야."
3358,협박 대화,"똑바로 안할꺼야? 지금 며칠이 지났는데
죄송합니다 그게 수행하다 방해꾼이 나타나서.
그건 니가 알아서 했어야지! 니가 못하면 어쩔 수 없지
네? 그게 무슨 말씀
니가 몸으로 떼워야지 자네 신장은 멀쩡한가? 
죄송합니다 제대로 하겠습니다
그럼 제대로 해야지 아니면 니 신장하나 떼겠다.
저한테 너무하시는 거 아닙니까
너무하다고? 말귀를 못알아듣네 시간이 지연되면 니 안구도 하나 가져갈테니까 똑바로해
하 네 알겠습니다"
3359,일반 대화,"이제 자취 시작하니까 어때?
자취하는건 너무 좋은데 월세 내기가 빠듯해
맞아ㅠㅠ 나도 월세살아봤는데 진짜 월급받으면 남는게 별로없더라ㅠㅠ
그치 나도 빨리 전세로 옮기고 싶어
너는 전세 얼마나 남았어?
ㅠㅠ너도 거기계약 끝나면 전세로 가려고?
나는 5월쯤 끝날 것 같아
응 나도 전세 알아봐야지
맞아 전세로 가니까 그래도 부담이 좀 줄어드는 것 같아
응 자취하니까 식비도 많이 들고 공과금도 내야 하서 돈이 많이 나가
ㅠㅠ 맞아 집에서 사는게 돈도 많이안들고 좋은데 자취하면 다 돈이야 키키
진짜 돈만 있으면 혼자 살기 최곤데 키키"
3360,협박 대화,"너 뭐하자는 거야?
죄송합니다
너네 엄마도 너가 이러고 다니시는 거 아시니?
정말 죄송합니다
너 사회에서 다시 얼굴 못들고 다니게 할 수도 있다는거 알고 있지?
네 알고 있습니다. 죄송합니다
다음에 또 그러면 널 진짜 죽일 수도 있어
네 죄송합니다"
3361,일반 대화,"영화관에 가기 전에 예매하고 가시나요?
네 미리 예매하고 가는 편입니다
네. 꼭 예매하고 갑니다.
예매 방법 중 인터넷이 편한가요?
네. 저는 인터넷이 편합니다.
휴대폰으로 예매 하는 것이 좋아요
영화 예매 시 할인 혜택이 많은 편인가요?
할인 혜택을 활용하려고 합니다.
저는 많지 않은 편이에요
즉흥적으로 영화관에 가서 예매하는 편인가요?
즉흥적으로 가는 편은 아닙니다.
예전에는 그럴 때도 있었어요
영화 예매 시 팝콘 등도 구매하시나요?
팝콘, 콜라, 버터오징어를 구매합니다.
네 저도 필수로 구매해요"
3362,일반 대화,"다들 구구단은 외울 줄 아세요
외울 줄은 알지만 자꾸 잊어 먹어요.
요즘 아이 때문에 저도 같이 배우네요
우리나라 초대 대통령이 누군지 아세요
그러고 보니 구구단 공부 시켜야하는데 깜빡했네요.
아 또 구구단 가르칠 생각에 머리 아프네요
사칙연산은 하실줄 알죠 계산기로 하는거 말고요
공부에 관심이 많으신가 봐요. 전 암산을 잘 합니다.
전  암산은 잘 하지 못합니니다 머리가 나쁜가봐요
조선시대 마지막 임금이 누구였죠?
주산암산을 배웠어요. 우리아들도 보내고 있답니다.
주산하니까 주판학원 다녔던 기억이 나네요"
3363,일반 대화,"아 진짜 모공때문에 스트레스야
왜 그렇게 스트레스 받아해
아니 아무리 화장을 해도 커버가 안돼
모공 프라이머 사용해 봤어?
그거 가지고 될 게 아니야 지금
시술은 효과가 많이는 없다던데
그냥 이렇게 살아야 되나봐
걱정마 사람들이 많이 신경 안써~
거울 볼때마다 기분이 별로야
내가 재생크림 선물해줄게"
3364,기타 괴롭힘 대화,"야 너 다음 시간 뭐냐?
 나.? 나 다음 시간 화학 
 너 체육복 있냐?
 체육복 .? 응 사물함에 .
 나 좀 빌린다 
 끝나고 꼭 가져다줘야해 .!
 아 너 체육복 언제 빨았냐?
 나. 지난 시간이 체육 시간이라서 .
 어쩐지 아 씨 드러워서 못 입겠다
 미. 미안."
3365,직장 내 괴롭힘 대화,"이봐 경리
네 부장님?
커피가 땡기는데.
네 사오겠습니다!
아니! 
네???
난 00씨가 태워주는 커피가 먹고싶네
아 네.
어디가 내 무릎에 앉아서 태워야지
네?? 왜그러세요.?
상사말이 말같지않아?
네 죄송합니다"
3366,직장 내 괴롭힘 대화,"저 오늘 몸이 안좋아 조퇴를.
조퇴를 한다고? 니는 회사만 나오면 몸이 갑자기 아프나
아뇨. 어제부터 안좋았는데.
니 어제 뭐했는데?
몸이 안좋아서 집 가서 잤어요.
그걸 내가 어찌 믿노? 니가 술퍼먹고 아프다고 구라까는지 내가 어찌아는데? 
.저 술 안마시는 거 아시잖아요.
내는 모르지. 니가 구라를 치는지 조퇴하고 가서 술퍼마실지 누가아노?
저한테 도대체 왜 그러세요.
내가 뭘 어쨌다꼬? 웃기는 아네"
3367,일반 대화,"얘들아 무지개가 떴어
우와! 나 무지개 한 번도 못 봤어.
나도 오늘 하교하는데 봤어.
정말 멋있어서 사진 찍었어.
나는 못 봤는데 사진으로라도 봐야겠어.
나도 사진 보내줘.
무지개가 생기는 원리가 갑자기 궁금해.
나도 왜 생기는지 궁금해.
무지개는 비가 오고 나서 갑자기 화창해지거나 하면 생겨.
무지개가 생기기 쉽지는 않은 조건이구나.
그러니 보기가 쉽지 않지.
그래도 오늘 행운이 따를 것 같아."
3368,일반 대화,"나 동생이랑 방금 싸웠어
동생이랑? 왜 무슨일이야
동생이 내 옷 마음대로 입고 나가서
에이 자매끼리 좀 입을수도 있지
깨끗하게 안입는게 문제야
너가 너무 깔끔떠는거 아니야?
아니야 내가 아끼는 옷이라구
동생이 사과 안했어?
언니가 쪼잔하게 왜그러냐더라
어휴 잘 대화로 풀어봐"
3369,갈취 대화,"야 너 이핸드폰 좋아보인다
 어. 이번에 새로 샀어
 야 그거 나 1주일만 빌려줘
 왜?
 왜는 새거 핸드폰 나도 써보자
 내껀데 니가왜.
 너 학교 생활 편하게 하기싫어?
 왜그래그래도 안되는데
 임마 빌려달라는데 왜 말이 많아 맞아야 정신을 차리지?"
3370,일반 대화,"나 지금 핸드폰으로 맞고 하고 있는 중이야
시간이 이렇게 가는 줄도 몰랐네
나는 지금 컵라면을 먹으면서 컴퓨터 게임 중이야
맛있겠다 역시 게임할 땐 라면 이지
맞아 키보드에 만 흘리지 않으면  최고지
나도 컵라면 하나 사다가 먹어야겠다
생각만 해도 맛있겠는걸
아이러브커피라고 알아? 게임에서 커피숍을 하고 있어
아니 그건 몰라 나는 오로지 맞고 밖에 몰라
농장도 관리하고 있어. 너무 재밌다
재미있겠네 나도 나중에 한번 따라 해볼게 나중에 알려줘
레벨 업 해야 되니까 하루 종일 하고 있어"
3371,기타 괴롭힘 대화,"야 찐따야.
? 지금 나 말하는거야?
그럼 너밖에 더 있겠냐?
왜 내가 찐따야?
쟤 진짜 모르나봐.
계속 찐따처럼 행동하니까 그렇지.
찐따처럼 생기고.
너네보다는 괜찮게 생기고 잘 행동하는데?
와. 우리 찐따 우리 눈도 쳐다볼 수 있고 잘 말하네? 아이구 기특하다.
아 쫌 내둬.
이 찐따가 겁을 상실했네. 이게 맞을려고."
3372,일반 대화,"너 퍼스널컬러 진단 받아본 적 있어?
아니. 한 번 받아보고 싶긴 하다. 넌?
나도 받아보고 싶어.
너는 뭔가 겨울 쿨톤일 거 같아.
그래? 쿨톤은 맞는 거 같은데 확실히는 잘 모르겠어.
내 주관적인 평이라 틀릴 수도 있겠다.
진단 받았을 때 겨울 쿨톤이면 기분 좋겠다.
왜? 겨울 쿨톤 좋아해?
검은색 옷을 제일 좋아하는데 겨울 쿨톤이 제일 잘 어울리는 색이래.
그렇구나. 나도 검은색 좋아하는데 겨울 쿨톤이면 좋겠다."
3373,일반 대화,"집은 좀 알아봄?
아니 키키
알아보다가 지쳐서 안 알아봄
이사 갈 날 얼마 안 남았는데 키키
너희 집 남는 방으로 간다니까
거기 누가 준다고 했냐고 키키
혼자서 투룸 가지고 뭐 할 건데
알았어 키키
그럼 조건이 있다
야 형님이 들어가신다는데 조건은 무슨
규율 같은 거지 키키
조건이라기보다는 키키
우리 사이에 무슨 규율이니? 키키
투룸을 나눠 가진 자들의 규율 키키
야 그런 게 어딨냐 키키
여기서는 내가 곧 법이오
됐다 후 키키
그냥 혼자 살고 말지
그래 키키
원룸이 더 편할 거야
진짜 더럽고 치사해서 안 간다"
3374,협박 대화,"아빠. 아빠 언제까지 이렇게 누워만 있을거야.
미안해. 우리 아들. 아빠가 되어서 아들을 이렇게 고생시키고.
이렇게 간호해봤자 죽을지 살지도 모르는데 아니 애초에 죽을 확률이 더 높은데 언젞자 이 짓거리를 계속해 환멸나.
아들아 너 아무리 힘들어도 이 애비한테 너무 한 거 아니냐. 누워만 있는 게 아니고 듣지도 말하지도 먹지도 못해도 그런 말 하는거 아니야. 내가 널 얼마나 힘들게 키웠는데
됐어 진짜 지겨워 죽겠어. 아무도 없을 때 조용히 죽게 산소호흡기 때 버리고 싶어. 그럼 보험료도 나오고 일석이조네. 내 일상도 편해지고
야! 아들 너 엄마랑 아빠 앞에서 말버릇이 그게 뭐야! 너만 힘드냐??
무슨 자격으로 엄마가 날 야단치는데 열받네 엄마 아빠 옆에서 잘 돌보는 게 좋을거야. 내가 언제 죽여버릴지 잘 보고 있어.
뭐. 뭐.? 너 원래 이런 애였니? 엄마 정말 너의 두 얼굴에 치가 다 떨려. 왜 이러는거니 정신 좀 차려
이런애든 저런애든 원래 나한테 관심 없었잖아? 그러다가 둘 다 힘든 상황 오니까 나한테 관심 갖는 척 하는거고 내가 아주 엄마 잠들었을 때 아빠 죽여버릴거야 각오해.
아들아. 제발 엇나가지 말거라. 너한테 간호하라는 말도 안 할게. 이 아비 수명 다 할 때까지 살도록 제발 내벼려 둬 주라.
봐봐 아빠는 이기적이야. 수명 다 할 때까지? 그때까지 누가 버티라고 그 수명 내가 정할거야."
3375,일반 대화,"요즘 시내 나가면 VR방이 좀 보이더라고.
VR방? 막 고글같은거 끼고 게임하는 거?
응. 맞아. PC방처럼 몇 시간 동안 그런 게임 할 수 있게 해주는 곳.
그런 곳이 생겼구나. 신기하네.
그러니까. 요즘 오락실이 잘 안되니까 이렇게 VR방으로 바꾼 곳이 좀 있더라고.
근데 VR을 사서 해도 되잖아.
굳이 그런 곳 갈 필요 없이.
그렇긴 한데, VR도 가격이 좀 나가는 애라서.
얼마나 비싸길래?
적어도 40만원은 써야 해.
컴퓨터까지 포함하면 돈이 더 나가고.
헐... 진짜 비싸다."
3376,직장 내 괴롭힘 대화,"미스김
네 사장님
요즘 내가 외로워서 말이야
네?? 사모님 아이들있잖아요
그건그거고 말이야 오늘 시간 잇어
아니요 약속있습니다
그럼 내일은???
내일도 안됩니다
그래???? 오늘 정산 다 하고 퇴근하도록
이걸 다요???"
3377,갈취 대화,"야 너네둘 일로와봐
왜 그러시는데요?
가지고있는 돈 얼마있냐?
하나도없어요.
뒤져서 10원이라도 나오면 맞을줄알아
사실 돈 있어요 근데 이거 학원비란 말이에요
좋은 말 할때 가지고와라 맞기전에
정말 안돼요 살려주세요
안되겠다 너오늘좀 맞자
드.드릴게요 ."
3378,일반 대화,"곧 있으면 눈내리겠다
벌써 겨울이구나
응 언제 첫눈이 오려나?
글쎄 보통 첫눈이 언제 왔지?
글쎄 12월 쯤 내리지 않았나?
근데 올해 첫눈 벌써 왔데
진짜? 어디에?
강원도에 왔다는데?
우와 거기는 그정도로 춥나봐
그러게 말이야
다른 나라 얘기 같아"
3379,협박 대화,"너 바람핀 사실 남편한테 말할거야.
그건 안돼. 시키는 대로 다 할게.
시키는 대로?? 감당할 수 있겠어?
제발. 부탁이야.
그러면 오늘 밤 나랑 있어줘.
그게 무슨 소리야?
시키는 대로 다 한다며
저질. 협박죄로 신고할거야.
그러면 너는 이혼을 하게 되겠지.
차라리 하고 말아. 법정에서 보자."
3380,일반 대화,"다이어트 하다가 건강 잃은 애들도 여럿 봤어
맞지 맞지 굶어서 빼면 큰일 나
내 친구는 탈모가 왔어...
정 ㅁㅏㄹ ?!
운동을 해야 하는디
근데 운동은 너무 하기 귀찮아
엉 머리 다 빠짐! 생리 불순 오고
생리 불순은 진짜 자주 오더라 다이어트 부작용으로
굶는 건 넘 위험행!
마자 ㅜㅜ 요요도 금방 오지
그니까 그게 머선일이냐구
ㅜㅜ 마자 감량보다 유지가 중요한 듯
건강이 최고야 건강 잃으면 삶의 질 급락 떡락
마자 하하 건강이 진짜 최고지
엉 요요가 얼마나 무섭다구
요요 오면 너무 우울할 듯 ㅠ"
3381,협박 대화,"지금 내 말이 우스운가봐? 이런 짓을 하는 걸 보면?
죄송합니다.
아니 내가 우스우니까 나 어깨로 치고 깔깔대며 웃으며 지나가는거 아니니?
아니요. 죄송합니다.
나 너네 윗집에 살거든. 매번 시끄럽게 말이야. 진짜 내가 만만하니?
아니요.
한 번 더 이딴 식으로 내 눈에 띄면 진짜 나 칼 들고 너네 집에 간다.
다시는 안 그러겠습니다.
이번만 봐줄게. 그냥 집에서 쥐 죽은 듯 살라고 안 그럼 아주 칼부림 나서 너 죽고 다 죽일거야.
죄송합니다."
3382,기타 괴롭힘 대화,"아 불편해 죽겟네 아저씨 다리 좀 오므려 주세요 혼자 뭐 전세 냈어요? 
뭐요?
아니 두 사람이 앉을 자리인데 혼자 그렇게 쩍벌하시고 앉으시면 저도 불편하고 다른사람이 불편하잖아요 예의가 없는거야 뭐야 아휴 진짜
아줌마 말 다했어?
아니요 ! 살 뒤룩뒤룩 쪄서 덩치크면 무서울 줄 알았어요? 아흐 냄새도 고약하고 사람이야 짐승이야
이 아줌마가 보자보자 하니까 진짜!"
3383,일반 대화,"오징어 게임이 해외에서 얼마나 큰 인기를 얻고 있는지 아시나요?
네 연일 방송에서 떠들어대네요
정말 대단한 것 같아요
미국 대학교에서 경찰관이 ‘무궁화꽃이 피었습니다’ MR을 틀자 걸어가던 학생들이 멈췄다는 뉴스를 봤습니다.
와 신기하네요
우리나라 드라마가 이렇게 인기가 많을 줄 몰랐어요
아프리카에서도 오징어 게임 열풍이 불어 한국말로 ‘무궁화꽃이 피었습니다’를 한국어로 따라 하면서 놀고 있다고 해요.
정말 인기가 어마어마하군요
너무 신기해요
K-콘텐츠 대단하지 않나요?
맞아요 한국인들은 정말 대단해요
매일 놀라고 있어요"
3384,기타 괴롭힘 대화,"너가 학교 다닐때 공부 잘했으면 배달일 했겠니?
말이 너무 심한거 아냐?
뭐가? 맞잖아 나이먹어서도 계속 오토바이 탈거니 ?
아으 창피하다
그만해
뭘 그만해 왜 기분나빠? 그럼 공부해서 제대로 된 직장 다니지 그랬어
그만하자 나도 똑같이 열심히 일 해서 돈 버는 사람이야"
3385,일반 대화,"평범한 결혼 신혼집 마련하고 싶다
평범한 집 10억이 넘는다 얘들아
열심히 돈 모아서 집 사자!
폄범하기 너무 힘들다.
평범하다는게 평범한게 아니야.
실제로 평범한게 아니지.
누가 평범한 기준을 정한걸까?
진짜 어이가 없어.
평범하다는 기준이 상위 5% 되려나?
상위 5%의 삶이 평범한거래.
평범하기 진짜 어렵다.
이러니 다들 결혼을 못 하는거야.
결혼도 못 하고 출산도 못 해.
포기 하지 말자.
최선을 다해서 열심히 살자."
3386,기타 괴롭힘 대화,"애들아 스컹크 지나간다. 코막어. 어휴
내가 스컹크라고 하지말라고 했잖아.
내가스컹크라고 하지말라구해짜나아 풉. 야 말을 왜 그렇게 하냐?
따라하지마.
따라하지마아 어휴 모자란 새끼. 야 그리고 니가 스컹크니까 스컹크라고 하지.
내가 왜 스컹크야. 
냄새가 무슨 어휴 스컹크도 너 보다 낫겠다.
나 냄새 안나.장난치지마.
니가 왜 냄새가 안나? 야 화장실 냄새보다 니 냄새가 더 고약해서 차라리 너랑 있을 바에는 화장실에서 입열고 있는게 나아
그럼 나랑 얘기 안하면.되잖아. 왜 나한테 와서 계속 그러는거야.
그야 다른 애들도 니가 냄새 고약하다는 걸 알아야 피해다닐 거아니야. 애들이 불쌍해서 그렇지"
