idx,class,conversation
415,일반 대화,"당근 마켓 이용해봤어?
응 나는 엄청 자주 이용해.
정말? 싸고 좋은 게 많아?
나는 자취하니까 거의 당근거래로 구매해.
오 활성화가 많이 되어 있구나.
저번에는 전자레인지도 샀어.
전자레인지 얼마에 샀는데?
3만원에 샀는데 싸고 좋더라.
나도 사고 싶던 중고물품 있었는데 사야겠다.
직거래로 구매하는게 좋아."
416,일반 대화,"나는 산에서 하룻밤 자고 오는 백패킹이 취미야.
추운 날에도 산에 가서 주무시고 오시나요.
추운 날 자고 오는 게 묘미지.
그럼 산에 갈 때 난로도 가지고 가나요.
난로는 가지고 가지 않고 침낭이 엄청 두껍지.
저는 요즘 수영을 많이 하고 있어요.
맞아 수영을 해야 많이 날씬해진다고 하더라구.
저는 수영을 많이 해서 그런지 여기서 살이 더 빠지면 큰일 납니다.
나중에 기회 되면 백패킹 같이 한번 해보자.
따뜻한 날씨에 산에 가서 등산하는 건 좋지만 추운 날 하는 건 싫어요."
417,일반 대화,"좋아하는 스포츠있어?
나는 축구좋아해
난 농구 좋아해!
나도 농구 좋아하는데! 좋아하는 선수 있어?
난 농구선수 중 박준영 선수를 좋아해...
드리블을 정말 잘하더라고
나는 해외선수 중에 마이클조던 선수 좋아해
마이클 조던 선수 멋지지 세계적인 스타잖아!
맞아 실제로 한번 보고 싶다~
키도 크고 정말 멋질거 같아
이번에 주말에 인천에서 경기한다는데 보러갈래?
그래 나야 좋지...
주말 몇시에 하는데?
오후 1시부터 시작이래 다들 시간 돼?
웅 나는 괜찮을것 같아
난 그때 약속이있어서 아쉽네 난 나중에 함께 할게"
418,일반 대화,"햄스터 키우려고
넘 귀엽잖아
햄스터 키우자 그래 하하
난 요즘 강아지 키우고 싶어
이마트 가서 사면 되나?
이마트 가면 되나?
햄스터 너무 징그러워,
햄스터 롯데는 없음?
근데 자신 있니 햄스터?
쥐 종류는 너무 싫어
햄스터가 왜 징그럽...
나는 자신 없는데 하하
차라리 이구아나 키울래 난
햄스터는 쥐 아닌 거 같음
근대 쟤가 좋아함 하하
아니면 토끼를 키울까,
이구아나가 훨씬 징그럽지
토끼 좋은데 하하
귀여울 듯
맞아,
토끼 엄청 귀엽지"
419,일반 대화,"오늘 미팅은 잘하고 왔어?
응~ 미팅 잘하고 왔어
고생 많았네! 나도 부업하고 싶다!
나도? 나 부업하고 온거야? 키키
어떤 부업이 하고싶어?
**이 장갑 끼우는 부업 하고 있는데 쏠쏠하데! 부업이나 알아볼까?
알바할 시간은 있고?
어차피 집에서 하는건데 뭐~
퇴근하고 시간도 많잖아! 같이 할까?
아니요~ 전 괜찮습니다!
왜~ 자기도 시간 많잖아 같이 해보자!
아주 손이 빠르실거 같은데! ㅋ
난 꼼꼼해서 느려~ 효율이 떨어져!"
420,일반 대화,"자전거 타는 거 좋아하는 사람 있어?
나 엄청 좋아해. 매주 타.
나도 좋아하기는 해.
다들 픽시라는 자전거 알아?
응, 내 자전거가 픽시야.
나도 옛날에 픽시 탔었어.
픽시로 트릭 같은 거 할 줄 알아?
레그 오버라는 트릭이 있는데 그거 할 줄 알아.
나는 주행을 주로 하는 편이라 트릭은 못해.
팝업이라는 트릭이 정말 멋있던데 할 줄 알아?
그건 지금 연습 중이야.
그거 엄청 하기 어렵다고 하던데."
421,일반 대화,"새로운 아르바이트 시급이 10000원부터 시작이래 대박이지?
헐 얼마나 바쁘면 10000원부터 시작이야
그렇게 생각하니까 좀 두렵네
그래도 그정도 주면 일할 맛은 나겠다 다섯 시간 일해도 오만 원이네~
뭔가 엄청 바쁘긴 할 것 같았어 아까 면접 때도 사람 많더라
바글바글했어?? 그런 곳은 다시 생각해 봐야 한다...
너 때문에 지금 고민 중이다... 사장님은 되게 좋으셨는데
그러면 일단 다녀봐! 해보고 아니다 싶으면 관두면 되지
그게 낫겠지? 돈 급하니까 ㅠㅠ
응응 시급 그렇게 주는 곳 흔치 않아"
422,일반 대화,"내 친구가 고슴도치를 키워.
고슴도치는 가시때문에 못 만지는 거 아니야?
키우다 보면 고슴도치가 가시를 내려준대.
우와 신기하다, 주인을 알아보나봐.
내 친구는 똥싸는 선인장이라고 불러.
별명이 완전 찰떡이다.
코를 킁킁거리는게 정말 귀엽더라.
나도 한번 보고 싶다.
한번도 고슴도치 본 적 없어?
응 그래서 고슴도치가 궁금해."
423,일반 대화,"나 햄스터 키우기 시작했어.
진짜? 부럽다.
와! 정말 귀엽겠다.
너네 햄스터 키워본 적 있어?
난 예전에 키워본 적 있어.
응. 어릴 때 키웠었어.
아, 그래? 햄스터는 어떤 식으로 키워야 해?
햄스터는 독립적인 동물이어서 여러 마리 같이 키우는 것보다 혼자 놔두는 게 좋아.
햄스터는 따뜻하고 건조한 환경에서 키워야 해.
아하, 정말 좋은 정보 고마워.
그럼, 건강하게 잘 키워.
나중에 햄스터 사진도 보여줘."
424,일반 대화,"엄마 김호중 노래 중에 최애곡이 뭐야?
나는 다 좋은데 그지 뽑자면 고맙소~^^
고맙소는 결승 때 불렀던 거라 사람들이 엄마처럼 다 좋아하더라.
1집에서는 어떤 노래가 좋아?
살았소랑 백화.퇴근길이  마음에 와 닿아~
그렇구나. 2집 언제 나와?
지금은 군 복무중이라 안되고 내년 6월 제대 후에 나오겠지?
그렇겠다~ 내년 되면 들을 노래들 많아지겠네~
응~지금도 많아. 군대 가기전 클래식 앨범도 냈어
정말? 한번 들어봐야겠네~
그래~멋진 이태리곡 많아"
425,일반 대화,"유전자 검사해 보신 적 있으신가요?
네 유전자 검사 해봤어요
해보지 못했어요
태아가 내 아이인지 아닌지 검사하는 것에 대해 어떻게 생각하시나요?
굳이 해봐야 할까요?
개인의 선택이라고 생각해요
저는 산부인과에서 6~7개월의 임산부와 남편이 유전자 검사를 신청하는 것을 목격했는데 보기 좋지 않더라고요.
그 결혼 생활이 행복할지 의문이 드네요
부부간의 문제이니 상관할 수는 없을 것 같아요
장애 관련한 유전자가 검출됐을 때 여러분은 어떻게 할 것 같나요?
좀 생각해봐야할 것 같아요
임신초기라면 포기할 수도 있을 것 같아요"
426,일반 대화,"엄마 내일 비 와?
응  오전에 잠깐 온다고 하던데~
그럼 저녁에 빨래 널면 안 되겠네.
집안에 널면 괜찮아~
집 안에 널면 습기 차잖아.
제습기 틀고 보일러 켜서 빨리 마르니 괜찮아.
이참에 건조기 하나 사지 그래?
건조기가 생각보다 비싸서~
할부로 사면 되지~
그것도 좋은 생각인데 올해는 아닌 것 같아."
427,일반 대화,"이제 슬슬 동계 올림픽을 할 때가 됐네.
그렇네, 이번에는 우리나라가 금메달을 얼마나 딸까?
글쎄, 모르지. 확실한 건 쇼트트랙은 금메달 딸지도 모르겠다. 키키
우리나라가 쇼트트랙 강국이긴 하지~
그나저나 나도 스케이트 한 번 배워보고 싶다.
스케이트? 그거 생각보다 힘들걸?
그러러나? 그래도 한 번 배워보고 싶어.
인라인 스케이트랑 비슷할 것 같아.
아냐, 인라인이랑 전혀 달라. 애초에 빙판에서 타는 거니까.
그래? 그럼 인라인 스케이트보다는 스키랑 느낌이 비슷하려나?
아마도? 나도 스케이트를 타본 지 좀 오래돼서. 키키"
428,일반 대화,"부주 알바 궁금한게 있어요.
어떤게 궁금해요?
알바비는 어느정도였어요?
레벨업 비용은  60정도인데 알파가 있어요
알파는 뭐에요?
레벨업할때 나오는 아이템은 부주거에요
그것도 돈이 되나요?
네 알파로 50이상이요
기간은 얼마인데요?
보통 4주인데 전 2주에 끝냈었죠"
429,일반 대화,"엄마네 아들 코로나 백신 맞고 5시에 집에 왔어.
그래~오늘  맞는다고 했는데  괜찮은지 궁금하다.
집에 오자마자 열나게 게임하고 있는 거로 봐선 괜찮나 봐~
다행이네~첫날은  괜찮은데 다음날 부터 잘 지켜봐야지.
응. 혹시 모르니까 그래야지.
나도 1차때 며칠  지난 후에 많이 아팠는데 잘 지켜보자
그래. 한 2주 정도는 주의 깊게 살펴보는 게 좋을 것 같아.
아참 저녁은  먹었니?
아직 안 먹었어. 좀 있다 먹으려고~
건강을 위해 잘  챙겨 먹어~"
430,일반 대화,"싫어하는 계절 있어?
나는 여름이 너무 싫어
정말? 뭐가 그렇게 싫어?
나는 더위를 많이 타서 땀이 많이나
그건 너무 괴롭겠다.
응. 땀냄새도 싫어.
맞아. 그건 공감해
그래서 에어컨을 항상 틀어놔야해
전기세 많이 나오지 않아?
많이 나와. 그래서 더 싫어."
431,일반 대화,"**아 너도 군대생활에서 힘들게 했던 사람 있어?
그러게? 너는 힘들었다는 소리 안한 것 같아.
나도 당연히 있었지.
왜? 왜 힘들었는데?
그러게 왜 얘기를 안했어?
이제 와서 얘기하면 뭐해 하하 이미 지나간 일인데
뭐야~ 별로 안 힘들었나보네
그러게 그냥 하는말인가봐
아냐 진짜 힘들었는데 지나고 나니까 그게 힘들었던 일이었나 싶은 생각이 들어서
오 **이도 이제 다 컸네
그러게 **이 이제 군대 다녀온 티가 나네
나도 군대 다녀왔다!"
432,일반 대화,"요즘 군인들 월급 많이 올랐던데 들었어?
핸드폰도 쓸 수 있다던데?
얼마야? 라떼는 이등병 시절에 11만원 이었던 거 같은데
지금은 이등병이 52만원인가 그렇다던데
진짜 이정도면 군생활 할 맛 나겠는데?
와 차이 많이 나네?
나 병장때도 월급이 올라서 21만원인가 받았던거 같은데...
이정도면 재입대해도 될거 같은데?
그니까 **야 다시 가자!
그러니까... **야 다시 가보자!
우리나라 법이 군대 두번은 못간다고 하더라고...아쉽다...
진짜 너무 아쉽다 나도 가고싶었는데 ㅜㅜ
내가 병무청에 물어볼게"
433,일반 대화,"어제 쇼핑몰에서 면도기 샀어
면도기도 요즘 너무 비싸
중고나라에서 나 벽돌 받았어
세일해서 너무 좋더라구 키키
나도 사야겠는걸? 언제까지야
벽돌을 주문하긴 했었어
중고나라 사기 너무 많아
어딜가나 사기꾼이 있어
사기꾼들은 다 처형 해야해
중고 거래 자제 하려구 키키
그래도 새거는 너무 비싸잖아
중고거래는 현금만 받더라?
맞아, 당근 사기도 많다더라구
무서워서 세상 살기가 무서워
당근은 사기꾼들 다 정지해야 해
다들 사기 조심하자 ㅠㅠ
다들 신중하게 선택하자잉
다들 신중하게 선택해서 구매 잘해"
434,일반 대화,"오랜만에 닌텐도 하고 싶다.
닌텐도 정말 오랜만이다.
난 어제도 닌텐도 했었어.
아직도 닌텐도를 해?
자주는 아니지만 가끔 심심할 때 하는 편이야.
어떤 게임 해?
포켓몬스터라고 알아?
알지 엄청 유명하잖아.
포켓몬스터에서 꼬부기 좋아해.
나는 피카츄 좋아해,
주인공 지우의 파트너잖아.
다음에 닌텐도 같이하자.
그래. 같이 모험하면 재밌을 거야.
우리 셋 이서 같이하자. 나도 닌텐도 있어."
435,일반 대화,"너 물건 환불하고 반품해본 적 있어?
응응 몇 번 해봤어!
아 다름이 아니라 내가 옷 색깔을 실제로 보니 별로여서 환불하려고
그렇구나 환불 방법은 알아봤어?
응응 찾아봤는데 어렵진 않은데 조금 번거롭더라고
그렇지 쇼핑몰마다 다르긴 하지만 번거로운 데가 있긴 하더라
맞아 그리고 기준 꼼꼼히 살펴봤는데도 혹시나 환불 안 해주면 어떡하지 하는 생각도 들고
그렇지 아무래도 돈이 거래되는 문제다 보니까 당연한 생각이지
그렇지 얼른 환불 받아서 다음엔 신중하게 구매해야지
그래그래 다음엔 꼭 원하는 물건 사길 바랄게"
436,일반 대화,"오징어 게임이 해외에서 얼마나 큰 인기를 얻고 있는지 아시나요?
네 연일 방송에서 떠들어대네요
정말 대단한 것 같아요
미국 대학교에서 경찰관이 ‘무궁화꽃이 피었습니다’ MR을 틀자 걸어가던 학생들이 멈췄다는 뉴스를 봤습니다.
와 신기하네요
우리나라 드라마가 이렇게 인기가 많을 줄 몰랐어요
아프리카에서도 오징어 게임 열풍이 불어 한국말로 ‘무궁화꽃이 피었습니다’를 한국어로 따라 하면서 놀고 있다고 해요.
정말 인기가 어마어마하군요
너무 신기해요
K-콘텐츠 대단하지 않나요?
맞아요 한국인들은 정말 대단해요
매일 놀라고 있어요"
437,일반 대화,"요즘 시내 나가면 VR방이 좀 보이더라고.
VR방? 막 고글같은거 끼고 게임하는 거?
응. 맞아. PC방처럼 몇 시간 동안 그런 게임 할 수 있게 해주는 곳.
그런 곳이 생겼구나. 신기하네.
그러니까. 요즘 오락실이 잘 안되니까 이렇게 VR방으로 바꾼 곳이 좀 있더라고.
근데 VR을 사서 해도 되잖아.
굳이 그런 곳 갈 필요 없이.
그렇긴 한데, VR도 가격이 좀 나가는 애라서.
얼마나 비싸길래?
적어도 40만원은 써야 해.
컴퓨터까지 포함하면 돈이 더 나가고.
헐... 진짜 비싸다."
438,일반 대화,"심심한데 게임이나 한판 하자.
무슨 게임 할 건데?
뭐 재밌는 게임 없으려나.
배틀그라운드 할 줄 알아?
나 그 게임은 할 줄 몰라.
그럼 오버워치는 할 줄 알아?
오버워치 완전 고수야 나.
오~ 그럼 같이하자 이따 친추할게.
응 너도 아이디 알려줘.
그래 잠시만 기다려봐."
439,일반 대화,"커피 한잔 하고 싶다
그니까 아메리카노 먹고 싶다 하하
나는 음료수가 떙기네
아님 에너지 드링크...
아메는 언제나 사랑이야
낭는 커피 맛없음 ㅜㅜ
갑자기 엄청 피곤해 ㅠㅠ
음료수 뭐 좋아해 **?
스무디? 키키
커피 마싯나
**은 커피 안 좋아해?
헐 완전 애기네 커피도 못 먹고 하하
웅 나 커피가 안 받읔 키키
와우 스무디를 마시다니
스무디 비싸서 못 먹어 우린
아니 먹고 싶어도 못 먹어! 키키 아개웃갸
완전 애기 입맛이군 하하
우린 몬 살아서 아메리카노만...
아니 나도 커피 먹고 싶다가ㅓ ㅜㅜ"
440,일반 대화,"다들 주식해?
응, 나는 해.
나도 최근에 부모님이 만들어주셨어.
최근 들어 주식하는 사람들이 늘어났더라고.
맞아, 코로나19 때문에 사람들이 경제에 관심을 갖는 거 같아.
나도 원래는 관심이 없었는데 경제를 알고 싶어졌어.
주식 관련 책을 소개해 줄 사람 있어?
나는 책은 잘 안 봐.
나도 책을 잘 안 봐.
주식 공부하려고?
응, 공부해야 하는 이유가 있어.
이유가 뭐야? 궁금해.
나는 진로가 경제 관련 쪽이라서 주식 공부를 좀 해보려고.
멋지다. 너의 꿈을 꼭 이루길 바랄게.
나도 응원할게."
441,일반 대화,"메타버스라고 들어봤어?
그게 뭐야?
우리나라 말로는 확장가상세계라고 한데
확장가상세계가 어떤거야?
현실과 비현실이 공존 하는 거라는데 말이 어럽다
우리나라에서 개발 한거야?
전세계적으로 개발하고 있지 않을까
우리나라도 개발하고 있는거지?
응 앞으로 중요한 기술이니까
앞으로 메타버스가 많이 발전 했으면 좋겠다"
442,일반 대화,"영화보고 싶은데 보러 갈수가 없네
뭐가 보고 싶은데
그냥 영화관가서 보고 싶은거야
윰? 무슨 영화 개봉하던데...
아~얼마전에 포스터본거 같은데 그것도 재미있을것 같고
그것도 판타지 영화인가?
그랬던것 같은데 판타지 재미있잔아
나도 해리포터 이런거 좋아하거든
아 그거 못봤는데 호빗 그거 봐야겠다
나도 호빗은 못봤어"
443,일반 대화,"영화 해리포터 전부 다 봤어?
아니 뜨문뜨문 봤어.
영화는 다 봤지.
난 초반에만 보고 뒤로는 쭉 못봤네
벌써 책이 나온지는 20주년이라고 하더라구.
20주년이면...헤리포터 역의 배우를 바꿔야 하는거 아니야?
헐 그게 벌써 그렇게나 됐나
나한테는 반지의 제왕이 최고의 판타지 영화야.
사실 헤리포터면 주인공이 귀여운 맛에 보기도 했는데 말야.
주인공들이 너무 컷더라 이젠 ㅋ
해리포터 주인공들 너무 역변한 것 같긴 해.
이젠 마법사 학교를 졸업하고 대학원에 입학했겠다.
앞으로의 시리즈가 어떻게 될지 궁금하다 ㅋ"
444,일반 대화,"강아지는 슬개골이 잘 빠진대.
나도 그거 들었어.
친구네 강아지가 수술 했대.
수술비는 얼마나 나왔대?
양쪽 다 슬개골이 빠져가지고.
아이고 강아지 많이 힘들었겠네.
수술비가 300만 원이 나왔대.
수술비가 300만 원이나 나왔다고?!
동물 병원은 보험이 없잖아.
돈 없으면 동물도 키우면 안 되겠다."
445,일반 대화,"영화관에 가기 전에 예매하고 가시나요?
네 미리 예매하고 가는 편입니다
네. 꼭 예매하고 갑니다.
예매 방법 중 인터넷이 편한가요?
네. 저는 인터넷이 편합니다.
휴대폰으로 예매 하는 것이 좋아요
영화 예매 시 할인 혜택이 많은 편인가요?
할인 혜택을 활용하려고 합니다.
저는 많지 않은 편이에요
즉흥적으로 영화관에 가서 예매하는 편인가요?
즉흥적으로 가는 편은 아닙니다.
예전에는 그럴 때도 있었어요
영화 예매 시 팝콘 등도 구매하시나요?
팝콘, 콜라, 버터오징어를 구매합니다.
네 저도 필수로 구매해요"
446,일반 대화,"너네 결혼정보회사에 대해알아?
그거 등록하면 결혼 중매 서주는거 아니야?
그건 왜?
아니 얼마전에 친구가 남자친구 폰에서 봤다고 하길래
응? 사귀는데?
거기 지원한건가?
아니 그건 아니래 그냥 광고 잘못 눌렀대
그거 스펙이랑 이런거 적으면 결혼 상대 찾아주는 거래
근데 거기 있는 사람 다 고스펙이라고 하더라
맞아 그렇게 해서 결혼하는 사람 있는게 신기하다
그렇게 해서 결혼을 해야될까
사람마다 생각이 다르니까 뭐라고 할 수는 없지"
447,일반 대화,"얘들아 나 내일 친구 성형하러가는데 따라가!
같이 하는거야?
너도 성형하려고?
응 1+1으로 할인해준대! 좋지?
우와 대박이다
싸게 하겠네. 잘됐다!
**야 같이 갈래?
키키 일단 내가 하고 알려줄게!
**아 너는 어디 성형하려고?
콤플렉스 있어?
눈매교정 하려고!
좋다 이왕 할거면 싸게 할 수 있을때 하는게 좋지!
그니까! 달라질 내 모습을 기대해!"
448,일반 대화,"이제 다음 달이면 곧 빼빼로 데이인데 계획있어?
나는 남자친구랑은 그런 기념일 안챙겨서 그냥 엄마, 아빠한테만 주려고.
남자친구랑 기념일 안챙겨?
응 우리는 서로 기념일 챙기지 말자고 약속했어.
서로 편하기는 하겠다
그런데 특별한 이벤트가 없으니 심심하긴 해.
그래도 서로 기념일 떄문에 싸우던데 그런거는 없지 않아?
응 서로 기념일 때문에 싸울일이 없으니 좋아.
돈도 많이 절약할 수 있을 것 같아서 합리적이긴하다
응 사실 그 부분이 가장 좋아."
449,일반 대화,"요즘 이상기후가 너무 심각해.
맞아 세계적으로 문제더라
북극에 얼음이 엄청 녹았데
어디는 가물고 어디는 춥고 어디는 태풍오고.
아 정말 심각하다
환경보호에 신경을 많이 써야할꺼 같애
맞아 진짜 중요한거 같아.
그치 후손들을 위해 우리가 노력해야지
탄소배출도 줄여야해
그래서 전세계적으로 채식하는 사람이 늘고 있데
미국에서 그래서 한국음식이 유행이래.
아 그렇구나 김치도 유행이겠다
우리나라 음식이 채식이 많지"
450,일반 대화,"인터넷에서 지금 내가 사고 싶었던 거 할인 중인데 살까 말까 고민돼
뭘 고민해 얼른 사
저번달에 비슷한 걸 이미 샀거든
얼마나 세일하는데?
무려 40%나 해서 더 고민이야 ㅠ
고민할 시간에 얼른 사 완전 반값이잖아
사는 게 맞겠지? 할인 엄청 많이 하는 거긴 해 평소에는 안 해
나같으면 살래 세일 잘 안 한다며
이제 고민 그만하고 결제하고 온다!
사는김에 내것도 같이 주문해줘 하하"
451,일반 대화,"오늘 요기요에서 던킨 만원 사면 오천원을 할인해주더라.
진짜 속된 말로 꿀이네.
던킨은 요즘 문제 많잖아
한번씩 이런 이벤트 따라 다양한 음식을 저렴하게 먹을 수 있지.
요즘 던킨에 무슨 문제가 있는거야?
위생 문제로 핫이슈였었지
던킨이 위생문제가 걸린건 의외다.
정말 먹는 음식 가지고 장난치는 사람들은 엄벌에 처 했으면 좋겠어.
그러게 먹는건 정말 건드리면 안돼는 영역인데
그래도 나는 오늘 사먹어봤는데 맛만 좋더라!
그래도 아무 일 없으면 다행인데 조심해야지.
난 던킨 말고 다른거 찾아봐야겠다"
452,일반 대화,"엄마 쿠션 다 썼어?
응 하나 사야 해
홈쇼핑에서 방송 안 하나?
요즘은 잘 안 하는 것 같아
응. 편성표 확인해 봐야겠다.
응 고마워
엄마 몇 호 써?
22호 부탁해
알겠어. 채널 돌리다 나오면 주문할게.
그래 부탁할게~"
453,일반 대화,"미국은 백신 안맞으면 입국 못한대ㅠㅠ
맞아 나도 들었어
근데 우리 미국 갈 일 없지 않아?
그렇긴 해도 혹시 모르니까 그런거지
처음에는 다들 백신 맞기 꺼려했는데 지금은 다 맞더라ㅠ
맞아 나도 그래서 2차까지 맞았어
미국 갈려고 맞은거야? 키키
그러게 키키 **아 미국 갈거야?
아니 미국은 못가지 키키
그래도 맞아 놓으면 나중에 미국 갈때 유용하겠지?
맞아 아마 유용할거야
그래 미리미리 백신 맞자"
454,일반 대화,"이제 자취 시작하니까 어때?
자취하는건 너무 좋은데 월세 내기가 빠듯해
맞아ㅠㅠ 나도 월세살아봤는데 진짜 월급받으면 남는게 별로없더라ㅠㅠ
그치 나도 빨리 전세로 옮기고 싶어
너는 전세 얼마나 남았어?
ㅠㅠ너도 거기계약 끝나면 전세로 가려고?
나는 5월쯤 끝날 것 같아
응 나도 전세 알아봐야지
맞아 전세로 가니까 그래도 부담이 좀 줄어드는 것 같아
응 자취하니까 식비도 많이 들고 공과금도 내야 하서 돈이 많이 나가
ㅠㅠ 맞아 집에서 사는게 돈도 많이안들고 좋은데 자취하면 다 돈이야 키키
진짜 돈만 있으면 혼자 살기 최곤데 키키"
455,일반 대화,"혹시 나만 피부 난리야?
여드름 미쳤나 봐
환절기라서 그래 얼른 피부과 가 봐
여드름 짜는 건데도 피부과 가야 되나?
야 집에서 짜는 거랑 차원이 달라
헐 진짜? 나 한 번도 안 가 봤어 피부과
진짜 깔끔하게 쏘옥 짜 줘 얼른 가
흉도 안 지나?
거의 안 지고 약도 줘
당장 가야겠다
지금 진짜 한 다섯 개는 치료해야 돼
가서 염증 주사도 놔 주라고 해"
456,일반 대화,"내친구 남편 바람 났데 울고 난리 났어
무슨 일이야? 제 정신이야?
근데 이혼은 안하겠데 너무 사랑한데 너무 미친거 같지 않아?
이혼을 안 한다고? 애가 있는 거야?
아니 그런건 아닌데 남편을 너무 사랑한데
애가 없는데도 이혼을 안 한다고? 있을 수 있는 일인 건가.
결혼 생활에 너무 만족 하는데 바람만 안피면 너무 행복하겠데
그게 무슨 말이야. 그게 제일 중죄인데. 무슨 행복이야.
맞바람을 피우던 소송을 하던 해야지.
나도 대화하면서 느꼈지만 참 이상하더라
도저히 이해할래야 이해 할 수가 없네"
457,일반 대화,"역세권에 살아 봤어요?
네 역세권 살아봤어요
어느 지역이요?
경기도 안양이요
역세권 장점은 뭐에요?
역이 가까우니 이동 편하고 편의시설 좋아요
단점은 뭐에요?
편의시설이 많으니 소음이 있고 비싸요
편한 것만 생각 했는데 단점도 있네요.
그래도 장점이 많으니 선호하는거 같아요"
458,일반 대화,"뉴스 보니까 경비원 일이 정해졌대.
맞아 그런 규정이 진작 생겼어야했어
그렇구나 그럼 아파트는 인원을 확충해야겠네?
이제 정해진 일 이외에 시키면 과태료 부과된대.
오 과태료까지? 잘 알고 지켜야겠다
아 청소도 안되겠네?
낙엽 쓰는 건 된대.
아 그럼 눈도 쓸겠네
애매하다
택배는 맡길수는 있는데 가져다 달라는건 안된대.
아 그럼~ 갖다 달라는 건 갑질이지
근데 우리 아파트는 택배 안 맡아주시더라구"
459,일반 대화,"할아버지, 할머니 모시는 집 애들이 착한 것 같아.
인성도 좋고
예의도 바르고.
어른을 섬길 줄 아는 것 같아
응. 집에 어른이 있으니까 예의범절에 대해 배워서 그런가 봐.
네 말이 맞어
근데 요즘은 따로 사는 집이 많아진 것 같아.
예전에 한 지붕안에 모두 같이 살았는데
그만큼 세월이 많이 흐른 거지.
세월 참 빠르구나"
460,일반 대화,"우리 집 햄스터가 아파
어떡해. 어디가 아픈 거야?
몰라 자꾸 토하고 그래 병원가야 되겠어
걱정되겠다. 병원 다녀와봐
병원비 많이 들면 어떡하지
햄스터는 어떨지 모르겠네. 병원 데리고 가본 적이 없어서
동물병원은 처음 가보는데 걱정이다
햄스터도 받아주는 것 맞지?
가능한지 물어보고 가는 거야 된다 더라고
그렇구나. 몰랐네, 그럼 먼저 물어봐야겠다"
461,일반 대화,"만화책을 자주 보시나요?
예전에는 자주 봤었는데 요즘은 눈이 침침해서 보지 않게 되네요.
만화책을 자주 안봐요
만화방에서 보신 적 있나요?
만화방에서는 라면이 진리지요
그럼요. 젊었을 때는 많이 갔었죠.
어떤종류의 만화를 보셨나요?
라면먹느라 정신 없어서 모르겠어요
액션물이나 스포츠물을 봤었습니다.
추천해주실 만화책이 있나요?
기억나질 않네요. 워낙 오래된 일이라서.
저한테 추전 좀 해주세요 제가 잘 몰라요"
462,일반 대화,"제게는 5대 독자 아들이 한 명 있습니다.
와 5대 독자라니 대단하네요
처음 봐요
정말 귀한 아들이네요
이 녀석이 철이 없어서 손녀들의 코 묻은 돈을 뺏어서 씁니다.
돈을 받아두는 건 아닐까요?
정말이요?
43세나 먹은 녀석이 왜 그럴까요?
아니예요 좀 더 지켜보세요
너무 화나시면 잘 때 뒤통수 한대 치세요
아이들이 너무 귀여워서 장난치시는것 아닐까요?
제가 너무 오냐오냐 키워서 그럴까요?
아니예요 그렇게 생각하지 마세요
그건 아닌 것 같아요"
463,일반 대화,"블로그 많이 사용해?
많이 사용하는 편이야~
꾸미는 거 재미있잖아
블로그 보니까 예전에 싸이월드 생각나
나도나도 생각난다 그때 추억들 ~
부활한다는 기사를  본 것 같아
스킨사고 아바타 꾸민다고 아이템 많이 샀지
전 국민의 60%이상 가입했다고 했었어
재 오픈 했어?
부활하기까지 많은 시간이 걸릴 것 같아
그때 시절만큼은 아니지만 해볼까해
나는 블로그 열심히 할래~"
464,일반 대화,"엄마는 무슨 계절이 좋아?
난 봄이 좋아.
봄이 왜 좋아?
춥지도 덥지도 않아서.
그렇구나. 나는 가을이 좋아.
나도 가을이 좋긴 한데 겨울이 오는 게 싫어.
겨울이 왜 싫어?
추우니까 게을러져서.
맞는 말이야. 추우니까 이불 속에만 있게 되더라고.
빨리 봄이 오길 기다린다."
465,일반 대화,"영화 추천 할 거 있니...
나는 음 라라랜드? 키키
마케팅적으로 영화 스토리에 광고 녹이는 건 필수임
영화 한편 보고 싶은디
근데 너가 싫어하잖아 키키
난 노마드랜드 ㅋ **에게 강추
라라랜드 최악이지 완전 수면제
나는 그거 인생 영화인디 키키
난 그거 보고 감명 받았음 ㅎ
디지털 노마드의 삶
노마드 랜드가 뭐지?
처음 들어와
다른 건 생각이 안 난다 키키
**이 노마드 랜드 봄?
디지털 노마드의 삶이 뭐야 키키
노마드?
그게 뭐야
이런 이런 역마살 낀 사람을 노마드라 해
오늘 한번 봐 볼게 하하
헐 진짜?
처음 들어 봨 키키"
466,일반 대화,"아울렛에 옷 구경 갈까?
사고싶은게 있어?
명품 가방 구경하고 싶어
생각해놓은 브랜드는 있어?
구찌랑 프라다 가방을 봐둔게 있어서 실물로 보고 싶어
그럼 어디 아울렛으로 갈까?
이천 아울렛 어때?
그래 주말에 쇼핑하러 가자
인터넷으로 다른 브랜드도 조금 더 살펴볼게"
467,일반 대화,"일본에 화산 폭발했대.
일본은 휴화산이 많데
아 이번엔 일본이야?
그러게. 우리나라는 안전한가?
일본 어느 지역이래?
사람은 안 다쳤지?
아소산이라는데. 어디인지는.
아소산? 생소하네...
아소산 나도 처음 듣는다
피해자도 많데?
피해자 소식은 못들었어
피해자가 없다니 다행이네"
