idx,class,conversation
1819,일반 대화,"전기차가 지금은 별로겠쥐?
아직은 너무 별로인 듯 하하
전기차 사고 싶당 뭔가
한 오 년 있음 될 듯 하하
미래 지향 적으로 생겨서 간지나...
우리 신뚜고 더 간쥐나거덩 하하
졸 간지는 나더라 키키
별루야 아직은 하하 좀 더 기다려
근데 요즘 전기차 진짜 많아짐
캐스퍼 겁나 귀엽더만 하하
맞지?  도로에 이에 심심찮게 전기차
실물 봤니 귀여움 하하
그거 실물 궁금쓰
완젼 귀엽게 생김 하하
실물 언제 봤어? 지금 팔고 있어?
인기 터질 듯 하하 완젼"
1820,일반 대화,"너 발 아픈 거 어때?
발 아픈 거 아직 아픔 하하
그거 이제 약 안 먹어도 됨?
약 안 먹으니까 또 아픔
병원 이제 다시 안 가네?
어제 일하면서 또 도졌음 하하
치료 할 때 한번에 해야징
졸랭 안 낫네 이거 하하
병원을 한번 옮겨 보던지
목욜에 한번 가야겠당 또
너무 안 낫네 진짜 많이 걸어서 그런가?
다른 병원 가기 또 귀찮
마자 쉴 때 병원 가야행
아휴 왜 이리 안 낫냐
근데 거긴 안 나으니까
구니까 뭐 찾아봐야겠어"
1821,일반 대화,"피부에 뭐가 많이 났음
피부과 가야겠네
많이 그렇나
빨갛나
여러 군데 막 나 있음
알레르기 난 거 아니가?
피부과 가서 약 처방 받어
응 이따 가볼려고
얼굴에만 안 나면 된다
얼굴에 나면 큰일 나
응 다행히도 키키
병원 가서 진단 받아야겠네
피부는 연고도 잘 발라줘야 돼
간 김에 레이저도 하고 와야겠다
무슨 레이저?
시술?
피부 좋아지는 레이저 받나"
1822,일반 대화,"요새 애들은 먼 게임하누
나도 게임을 안 해서... 쿠키런>?
라떼는 메이플 스토리나 했는디
앜 키키 그건 나떼도... 초딩
쿠키런? 그게 아직도 있냐? 키키
키키 나 나름 열심히 했다고~
그래? 너 초딩 때도 그게 있었어?
그럼 그럼 초딩 때 유행이었어
너도 슬라임 잡아봤어?
피치 슬라임 기억나
키키 걔네 왕 귀여운데 ㅠ
키키 나는 만화책도 봤어
너랑 나랑 공감할 수 있는 게 있다니 신기하당
키키 아니 그 정도로 나이 차이 나지는 않을걸!
나 꽤나 어린가 봐
나도 만화책 봤는데? 키키
맞지 그거 들고 가면 인기짱 된다고"
1823,일반 대화,"군대 간 남친 기다린 적 있냐?
놉 난 절대 못해
키키 너 지금 몇 살이지?
나 스물셋!
너 친구들도 다 제대했지?
이제 막 다 하고 있어 하하
뭐라고? 세상 어리네... 몰랐어
키키 아직 어리답니다...
옴마야 난 이제 아는 군인 0명 키키
키키 난 아직 가있는 친구도 있다는,
우리 남편은 예비군도 끝났는데 ㅠ
헉 [이모티콘]! 그것은 신기하다
세대 차이 느껴져... 머선일이구
키키 아니야 나는 얼른 직장인 하고파
요새는 폰도 들고 간다며 키키
키키 마자! 군대에서 영통 가능"
1824,일반 대화,"요즘 재개발 많이 하던데
우리 살던 데 다 뿌심 ㅠ
아파트 짖고 있어
그 앞에 공원도 있고 좋지
이현 공원 잘돼있음
아파트 평수는 그리 크지 않나 봐
거기 다 소형 아파트 아니야?
아마도...? 작은 걸껄?
전에 날라온 거 보니 많이 안 커
그래도 주택보다는 아파트가 좋지
엉 키키 내가 살아보니
아빠는 마당 넓은 데가 좋아
아빠의 로망 키키
시골에 있는 전원주택?
응 그런 거 좋지
몇 년 후에 갈 꺼라면서~
의성으로 가나? 하하
응 밭이 있으니"
1825,일반 대화,"태풍 온다더만 에나 콩콩
날씨 갑자기 쌀쌀 하하
이제 가을인가 벼 하하 참
완전 쾌청해지심 키키 태풍 완전 약했어
그니까 근데 갑자기 너무 춥다 하하
엉 우리 바람막이 하나 사야 한다니까
장판 꺼내야 할 듯 하하 ㅎ
바람막이 사러 가자구용
바람박이 사러 가쟈 이번 주에 하하
롯자리 꺼낼 때까지 넘 추워
롯백으로 갑로까 창원?
맞쥐? 엉엉엉엉 거기서 하나씩 사자
구래 구래 그래도 아직 장판은 무리야
추석맞이 바람막이 쇼핑 키키
밤에는 더울 거 같아 하하
맞아 장판은 에바 데쓰
추울 때 장판 들어가면 기분 개죠야 하하"
1826,일반 대화,"** 이제 회사 가기 몇 일 전이냥
아직 많이 남았음 하하
노니까 좋냥 하하 많이 놀아야쥐
백수생활 너무 재밌당 하하
회사 안 가려다가 가면 짱날 듯
갑오징어 낚시 다니고 하하 넘 조항
맞쥐? 나두 낚시 또 가고 싶어
회사 가면 너무 적응 안 될 듯 하하
회사보다 재밌는 건 역시 세상에  천지야
낼 낮에 낚시 가는 거여 하하
명절이 좋은 이유 회사 안 간당
구니깡 하하 맨날 이리 살고 싶다 ㅎ
맞쥐? 키키 절반은 지났지?
회사는 정말 싫어 ㅠㅠ
키키 마장 밥도 맛없쥐?
얼른 나도 부자 백수 되길"
1827,일반 대화,"또 낚시 가고 싶다궁...
구니까 낚시 중독될 듯 ㅎ
세상에나 맨날 가고 싶음
쭈꾸미도 낚아보고 싶은디 하하
낼 몇 시 출발할 꺼야
낼 2-3시에 출발 ㄱㄱ
우리 릴도 언제 한번 씻어야 햄...
웅 이번 연휴 끝나고 일욜에
맨날 씻으라고 했는데... 부식 될 듯...
씻음 되는 거여 하하
이미 망한 건 아니겠쥐...?
맨날 씻어야 된대 ?
걱정이 살 될라 하노 키키
그럼 낼 갔다 와서 한번 ㄱㄱ
엉 맨날 갔다 와서 해야 할 일이래 키키
그렇구만 낼 일단 다녀오고 하하"
1828,일반 대화,"기념일 열심히  챙기는 편?
큼직한 건 열심히!
키키 우리 남편은 결혼하니까 모든 걸 잊었나 봐
생일이랑 큰 기념일 키키
왜 자체 적으로 기념일 다 삭제 했쥐...
앜 키키 그럴 수 있짘 키키
생일은 넘 큰 기념일
생일 까먹으면 목숨 조심해라... 미래 남친아
난 내 생일이 젤 좋아 1년 중에 키키
키키 나두 일주일 동안 내 생일 하하
키키 생일 까먹으면 이별 아니냐?
마자 그럼 진짜 왕서운 할 듯
그건 있을 수 가 없는 일이다 키키
그럼 하루 종일 티 안내다가 집 가기 전에 말할 듯
그건 용서 못해 아무리 바빠도
오늘 무슨 날인지"
1829,일반 대화,"우린 낚시에 빠져버림...
낚시 왤케 재밌냐
바다낚시 강낚시?
어디 어디?
야구를 안 보게 되는 또 하나의 이유 낚시 하하
** 낚시 취미 있니
지루할 거 같은데 어때?
바다 낚시!
완전 재밌!
우린 바다 루어 전문임
오 루어낚시 먼가 테크니컬해
나 문어도 낚고 갑오징어도 낚음!
지루할 틈이 없음 그건
갑오징어 먹었어? 잡아서
키키 완전 바쁘다 바빠 낚시임 키키
루어는 계속 흔들어줘야 해서
완전 힘들겠다 키키
쾌감은 있을듯
엉 갑오징어 꽤나 많이 잡음!
많이 먹었지 에법
재밌는 취미를 가졌구만
나도 담에 데려가줘"
1830,일반 대화,"어제 주말 연속극 한 거 봤어?
엄마가 하도 보자고 해서 봤지
오 키키 어쩐 일이야 키키
나는 그런 걸 왜 보나 모르겠다
키키 보다 보면 재밌지 않아?
생각하면서 봐야 해서 어지러워
뭘 생각하면서 봐야 해?
쟤랑 쟤가 무슨 관계고
키키 그게 뭐가 어려워 키키
그런 거 다 보면서 기억하고
키키 보다 보면 다 알게 되는데
어쨌든 나는 그냥 생각하기가 딱 싫어
키키 참 딱 아빠 다운 이유다 키키
자연인 나오는 프로가 최고지
키키 그건 생각 안 해도 돼?
그게 생각할게 뭐가 있어"
1831,일반 대화,"감빵이 반려견 등록했어?
응 했을걸?
***가 했다던데
뭔 10월부터 벌금 낸다대!
벌금 낸다는 말은 계속 있더만
벅수는 호다닥 했음
근데 시골분들은 거의 안 하는데
근데 그걸 어떻게 알아봐?
그거 벌금 우찌 매길 거야
신기하넹 시골 분들 우찌 함...?
그니까 시골분들은 반려견이라 생각을 안 하시니...
그니까 그 동사무소 가면 해주긴 할 텐데
그렇게까지 안 하실 듯...
벌금 내라 하면 욕하실 듯
개를 3만 원 주고 샀는데 벌금이 더 비싸면
근데 과태료가 100만 원이래 실화냐...
유기견 대 폭발 늘어난다"
1832,일반 대화,"최근에  본 영화 모야 키키
나는 그거 봤다 그 조인성 나오눈 거
난 젤 최근에 싱크홀 본 듯
이름이 기억이 안 나네
조인성님 어디 나오셨죠...
키키 그 무슨 대사관역이었는데
궁금 궁금 조인성 어디 나왔지? 키키
김윤석이랑 찍은겈 키키
아 모가디슈! 나도 봄 키키
아 마자! 그겈 키키
아 그거 넘 재밌었음 키키
진짜 오랜만에 영화관 가서 봐따
지금이랑 상황 비슷 하잖아 ㅠ
키키 마자 ㅠㅠ 아직도 내전 중이라더라
아직도 그쪽 동네는 안 끝난 이야기
ㅜㅜ 너무 무서워 ㅠㅠ"
1833,일반 대화,"회사 생활 어때?
회사생활 그냥 다니는 거지
지금 완전 꿀이지 키키
회사 생활의 고충을 말해봐...
먹고살라고 다니지 재미로 다니는 사람 있나
내일도 출장이라니깐 하하
회사에서 젤 힘든 게 모야
출장 가면 좋아 ?
내년이 걱정이다 진짜
출장이 더 꿀이야?
출장 가면 꿀이긴 하지
출장 가면 좀 자유로워서 좋지
내년에 왜 걱정이얌
근데 ***는 오늘 천안 감
일을 더 열심히 해야 할 거 같은 기분이야 내년엔 키키
아 자유가 좋은 거구나 하하
밤에 천안으로 떠남 불량 나서 키키
밖에서 맛있는 것도 먹고 일하는 거지 머 키키"
1834,일반 대화,"강아지 지금 모하니...
지금 산책 갔다 와서 뻗었엌 키키
우리 집 강아지는 잠만 자
자는 중이야 키키 부럽다
강아지가 자면 넘 잠 와...
나두 아까 같이 자고 싶더라
세상 부럽 다음 생엔... 나도 꼭
강아지로 태어나야지
엉 쟤가 자꾸 자니까 같이 잠 와 키키
키키 강아지 세상 부러워
엉 견생 개꿀인 듯
그래도 사람이 좋긴 해
씻겨 주는 거 제일 부럽
키키 그건 진짜 인정
씻겨줘도 싫다 그러고 하하
마자 엄청 시러해 ㅠ"
1835,일반 대화,"요새 몸이 너무 뻐근해 ㅠㅠ
어디 아픈 거 아냐?
그건 아닌 것 같아 ㅠ
운동을 안 해서 그런가?
스트레칭 몇 개 해봐! 조금 나아질 거야
그래야겠다 너 운동하는 거 있어?
음 헬스장 다니고 그러는 건 아니고 홈트 정도!
사람들 요새 홈트 많이 하더라
그니깐 근데 은근 힘들어
어떤 영상 따라해?
나 딱히 정착한 건 없고 이것저것 해
효과 좋은 거 하나 있으면 알려줘
흠 조금 더 해보고 괜찮으면 추천할게
나도 해보고 좋은 거 있으면 추천해줄게 키키
그래 좋아 나한테도 알려줘
응응 나도 얼른 찾아볼게!
나도 바로 찾으러 간다!"
1836,일반 대화,"진주에서 드라마 찍자나
여기저기서 많이 하데
서현 봤다는 사람 많음 하하
서현 왔다고 난리더라 키키
서현 예전에 친했지
홍석천도 봤다던데? 하하
본가 동네 슈퍼에서 찍는다데
내가 꽤나 친했었어 그 아이랑
서현 머리 크기가... 진짜 작더라 ㅠㅠ
엄마가 슈퍼 갔다가 봤대 키키
싸인 받은 것도 있는데
하하 누구랑 친했노 **는?
거기서 왜 찍냐고
진짜 웃김 키키
그니까
왜 거기서 찍냐고
하하 유리랑 통화도 했지
**는 기억남
**는 서현은 별로였지?
그거 나옴 본방사수 해야할듯
그래도 집 앞에서 연예인이라니 신기함 하하"
1837,일반 대화,"아빠 마라톤 할 때 신을 신발 하나 사줄까?
됐어.
너나 사 신어
왜 키키 마땅한 신발 없잖아
그냥 아무 운동화 신으면 돼
그러지 말고 하나 사줄게 키키
사서 뭐에다 써
사다 놓고 신으면 되지 키키
요즘 신발 값도 장난이 아닌데
인터넷에서 요즘 할인 많이 해 키키
그래도 10만 원 가까이 줘야지
안 그런 마라톤 신발이 어딨어 키키
너무 비싸.
됐어.
할인 쿠폰 쓰고 뭐하고 하면 5만 원대면 사 키키
뭐 그렇게 많이 할인돼?
이제 곧 겨울이라서 그런가 키키
그럼 하나 사볼까?"
1838,일반 대화,"커피 한잔 해야 하는데
지금 딱 커피 타임이지
커피 한잔 마시고 하루를 시작하는거야 항상
오늘 커피 마실 시간이 없구나 ㅠㅠ
음료는 없으면 안되이제는 ㅠㅠ
음료수가 진짜 좋아
커피 타임 간절해...
커피는 안마시고 단거 마실래
나는 음료수를 많이 마셔서 문제야
어떤 음료 젤 좋아해?
맞아 키키
커피타임 ㅇ중요하지
물을 많이 마셔야 하는데
나도 음료수 좋아해
난 스무디 좋아해 키키
요즘은 그래서 제로콜라 마셔
물 보다 음료수가 좋아 ㅠㅠ
음료수는 다 좋은 것 같아
제로를 마시면 좀 낫겠지"
1839,일반 대화,"** 지금 안반데기는 겨울 이지 않겠어?
마쟈 거진 얼음 얼 듯 하하
키키  밖에 21도던데 키키 안반데기는...
한여름에도 거긴 서늘했는데
한 10도 예상해봄 키키 개 추울 듯
안반데기 별 쏟아질 듯
엉 근데 지리산이  더 쏟아짐
근데 거긴 길이 너무 험해서
한우산이 더 낫드라
마쟈 한우산에는 구름이 많아
별 보기에 또 넘 추운 날씨얌!
잠바 입고 가면 괜츈 하하
갑자기  추워졌넹 추석 지나면 더 추울 듯...
롯데 후리스 입고 별 보러 가쟈
맞쥐...?
매동 마을은 보일러 틀었을까...?
완젼 재밌겠다 별따라라기 하하"
1840,일반 대화,"얌 우리 엄마가 탱순이가 자기 좋아하냐고 물어봄
엄마 완젼 좋아하쥐 하하
근데 물어봤어 키키 탱순이의 마음을
엄마는 나 좋아함 ?
그래서  아니라고 했음
왜 엄마 싫어하는 거 같대?
키키 아마 좋아할 걸?
내 생각엔...
구래 ?
난 좋아하는데 하하
몰라...?
그냥. 갑자기 물어보던뎅
뭐징 하하 우리 아빠는 널 좋아해
모야... 나두 아빠 좋아행
틀림없어 하하 그런 사람이 아닌디
키키 나두 이제 좋아행... 후후후
말은 틱틱 대도 약간 츤데레임
키키 마자 그런 거 같음 2년 차 되니까 알겠음
그러니 상처 받지 마렴 하하 아빠 말에"
1841,일반 대화,"아 나 세상 신기한 거 들음
우아 먼데?
러시아에서 최초로 우주에서 영화 찍는데 키키
헐 대박 어뜨케 그게 가능하냐
넘 신기하지 않냐?
키키 세상 벌써 그런 날이 오다니
리얼 우주 배경 영화
리얼 우주 배경이라니 그게 신기해
그래픽 아니고 리얼 배경 넘 신기...
그니까 키키 근데 굳이>>? 싶기도 하곸 키키
스텝들도 다 같이 가는 건가...
키키 배우들 뭔 고생이래
비용 진짜 어마무시할 텐데
키키 진짜로 대박이다
돈 누가 대줄까
왱 난 거기 배우이고 싶당 키키
궁금하다 키키"
1842,일반 대화,"어 이미 점심 먹은 거야?
ㅇ 어 당연! 너 밥 먹어야지
우와 아니 몇 시에 일어나냔...?
나 일곱시 반 개 부지런하지
키키 오늘 점심 메뉴 뭐 먹지...
키키 삼겹살 먹고 싶으니까 니가 먹어
완전 아침형 인간이네 덜덜덜덜덜
키키 다음에 대전 오면 맛집 추천해 쥼
키키 아니 삼겹살 없는데 키키
키키 그럼 뭐 있는데 코스트코에서 사 왔어야지
대전 최고의 맛집은 어디야
성심당 부추빵 튀소인데?
키키 성심당 국룰이네 증말 키키
기승전 성심당이야 기억해 놔
진짜 맛있어? 궁금행
키키 아니 사실 대전 사람들은 잘 안 먹음 키키"
1843,일반 대화,"결혼식 많이 안 가봤겠구나?
응 성인 되고는 한 번도 하하
난 요즘 주 1회 결혼식 가는 중 키키
우아 대박이다 어때?
야외 결혼식이 진짜 이뻐... ㅠ
재밌어? 가면?
아니...? 그냥 다 똑같애
나는 근데 알바해봤어! 결혼식 키키
기억에 남는 건 야외 결혼식 키키
넘 힘들었어 키키 ㅠㅠ
엇 **도 결혼식 알바 해봤는데!
지루하긴 하더라,ㅡ 오 진짜?!
키키 **랑 같은 데서 일한 거야?
나는 서울에서! 신도림 키키
아니구나? 엉 ** 꽤 오래 했는데!
웅웅 나는 단기로 잠깐 키키"
1844,일반 대화,"우리 강아지 연애 언제 할란고
소리 하지 말어라
키키 넘 귀엽겠네
키키 유치원 가면 할 수도
20살 전까지는 내가 등하교 시킬 거야
키키 야 연애는 해야지
절대 안 돼
볼 수 없어
키키 이상한 아빠네 완전
가만 안 도 부들부들
키키 연애하고 결혼하고 우리 강아지
그래 ***는 경험을 많이 시켜보라는디
키키 웃긴 양반이네
난 안 돼
지금 상상만 해도 화가 나
마자 당근 당근 경험이 많아야 행
피가 거꾸로 솟는다!
키키 유치원 가서 남친 생기면?
유치원 옮기라 해야지"
1845,일반 대화,"그때 산 너트 맞어?
지름이 안 맞아서 못 썼어
엥? 다 재서 주문했잖아
이래서 인터넷 말고 가서 보고 사야 해
그거 치수 잘 못 잰 거 아니고?
재는 자가 있는데 줄자밖에 없어서
ㅠㅠ 아휴 그럼 반품해야겠네
반품이 되긴 돼?
키키 반품 다 되지 키키
그럼 뭐 택배비 내고 해야 하는 거 아니야?
반품 택배비 들긴 들지 키키
그럼 괜히 인터넷으로 샀다
키키 그래도 이번에 해봤으니 알았지
이제 직접 가서 보고 사야지
키키 반품 신청 얼른 해야겠다
반품 택배비 얼만 지 말해"
1846,일반 대화,"나 군대 갈래
다녀와
군대 한번 가보는 것도 괜찮지
나도 특전사가 될 거야
기다려줄게 내가 한번
특전사도 좋지
멋있지 키키
특전사에서 강한 아이로 거듭나겠어
넌 유디티를 가렴
고무신 신는겨 * 키키
난 강한 사람이 될 거야!
난 유디티가 젤 간지
버틸 수 있겠어 거기 가서 키키
키키 * 나 기다려줘 키키
해병 수색대 힘을 못쓰던데
요새 군대 편해 핸드폰도 쓰고 하하
이제 폰도 들고 간다는데 모 하하
** 강철부대 함 나가라
연락 잘돼서 괜찮을 거야"
1847,일반 대화,"메이플 아직도 하더라
아직도 하는 게 신기
장수게임네 게임계에
피시방에서 하는 애들 봤어
그거 거진 486 때부터 하던 거 아니가
그거 하는 사람들도 이제 다 어른이 되어버렸지
폰 메이플은 재미가 없더라구
지금 컴퓨터 좋아서 좋아
컴퓨터 좋은 걸로 해야 될 걸
486을 아는 당신은 정말 아재군여...
난 그런 알피쥐는 별루야
피카츄 배구 아니?
메이플은 그래픽이 좋진 않잖아?
단판 승부가 좋아 난
* 스타일은 단판승부지 키키
키키 알지
컴터실 국룰 피카츄 배구 키키
피카츄배구 개고수였는데 꽤나
한판 뜰까 하하"
1848,일반 대화,"거기 교통은 괜찮나 몰라
빨간 버스도 있긴 있어
빨간 버스 있음 뭐해 키키 갈 일이 없는데 키키
하긴 키키 서울 안에만 있지 넌 키키
출퇴근하는 게 제일 문제지 뭐 키키
거까지는 갈 거야 아마
총 거리는 얼마 안되긴 하는데...
괜히 삥삥 돌아가는 수가 있어...
그니깐 키키 그런 게 제일 걱정이야...
한번 찾아나 봐봐
거기 주소를 아직 확실히 몰라서 키키
엄마한테 물어보면 되지
엄마한테 물어본다고 엄마가 알까... 키키
앜 키키 엄마도 지나만 가봤지
대충 그 근처에 큰 건물로 찾아봐야겠다
경찰청에서 너네 회사까지 버스 알아봐"
1849,일반 대화,"코코 봤냐...? 혹시
그 애니메이션 말하니?
코코 존잼인디 내 인생 영화
나는 애니메이션은 에버가든
응 안 봤냐?
눈물 남
나 눈물 없어
에버가든이 뭐여... 키키 뭐냐?
쥐어짜도 안 나오는 넘이여
키키 우리 남편도 그런디
그거 진짜 잼이다 봐바
눈물샘이 없이 태어난 듯
바이올렛 에버가든이다. 감동이여
퇴화된 게 아닌가 싶음 키키
키키 남자들은 거의 다 그래
코코 봐봐라니까 키키
오늘 보고 내일 얘기하자
난 ***가 동물농장 보고 울 때가 제일 웃기다"
1850,일반 대화,"오징어 게임 난리네 난리야 ㅠ
어 너 그거 봤어? 키키
할아버지 마지막 대박
83개국에서 1위래
알구 있니?
옴마 마자 나 뉴스에서 본 거 같음
그니까 깐부가 왠일이야 증말 ㅠ
이러다가 다 죽어~
할아버지 성대모사 재밌음
키키 넘 재밌지 않더냐
어 나 요즘 따라하는 재미로 살잖오
이럴 때 미국에서 달고나 팔아야 하는데
키키 아니 애가 돈 벌 생각을 하네 역시
할리웃 거리에서 연탄불에
키키 나랑 같이 하지 않을래?
키키 미국인들 지금 달고나에 미쳤대
그려? 또 유튜브에 엄청 올라오겄네
키키 가자! 난 영양사니까
오 너도 영양사구나"
1851,일반 대화,"오랜만에 게임 하니까 재밌더나
응 피파 죽지 않았더군
별루 이제 재미없쥐...?
클래스는 영원한 거니까 하하
키키 실력은 그대로 더나...?
피파대회 출신 아닌가베 하하
세상에나 플스 사줘 **?
아니 플스는 별루 하하 식었음
플스 할 시간이  없다
할 시간도 없을 듯 하하
우리 낚시 가야 하거든
맞아 하하 쭈꾸 낚으러 가야 함
마즘 얼마나 바쁘노 요즘
회사 가는 것보다 더 바쁨 하하
근데 사달라면  언제든 사줄겡 크크
구래 알았어 참고할께"
1852,일반 대화,"아 퇴사하고 여행 갈까 생각 중
여행 가면 가는 거지 퇴사는 왜?
어차피 연차도 못쓰게 하고 그러니깐...
걍 금토욜 해서 어디 다녀와
어차피 퇴사도 하고 싶었어 키키
오래 다니긴 했지... 10년이면... 그래도...
퇴사 기념 여행을 다녀오는 거지 키키
키키 그래서 어디로 가려고?
아직 생각만 하는 중이야 키키
제주도나 다녀와라 제주도 키키
제주도? 제주도는 별로 안 가고 싶은데
아 몰라 뭔가 제주도 안 땡겨 키키
나는 매년 가잖어 키키 겁나 좋은데
아니 거기 뭐 볼 게 있다고 가냐 매년
걍 비행기 타고 그런 게 좋은 거지 키키"
1853,일반 대화,"졸 미국 가고 싶당
마쟈 잊을 수가 없지 하하 엘에이
얌 돈 모아야 행 이제부터
다시 가면 더 재밌게 놀듯
다시 가려면 돈을 일단 모아 나야 행
엘에이 올림픽 보러 가기로 했었는데
우리 갔다 온 이후로 폭동 나고 ㄷㄷ
마쟈 올림픽 보면 잼겠다
그때 간 게 완전 신의 한 수야 키키
28년인데 갈 수 있을까?
파리 다음이 엘에이냐?
그때까지 로또 열심히 해야겠어
28년 갈 수 있을 듯?
파스트클래스 타고 가쟈 하하
로또 열심히 안 해도 갈 수 있을 듯? 키키
그때까지 그럼 화이팅 하하"
1854,일반 대화,"아빠 그냥 나 인라인 샀어 키키
왜? 찾아보고 사지.
오래 되기도 했고 키키 걍 하나 사고 싶어서 키키
그래서 얼마 주고 샀는데?
세트로 해서 5만원 키키
뭐가 그렇게 싸?
인터넷에서 사서 그런가?
그래도 너무 싼 거 산 거 아니야?
아 원래 그 정도면 싼 거야?
세트로 해서 산 거라면서.
응 키키 보호대랑 헬멧이랑 다 해서 키키
그럼 엄청 싼 거지.
갑자기 그러니까 불안하네 키키
너무 싼 거 사면 위험해.
잘 타면 되지 않을까...?
아무튼 산 김에 열심히 타 볼게
불안해서 그거 탈 수나 있겠냐."
1855,일반 대화,"아침 먹는 편이니?
아니 나는 자는 게 더 중요해서 안 먹어
난 아침은 안 먹어
그래도 먹어야 된다더라
점심은 뭐 먹을 거야?
벌써 먹었쥐 샌드위치 너는
나도 자는 게 더 소중행 ㅠ
맞아 ㅜㅜ 잠이 제일 소중하지
점심을 벌써 먹었다고? 빠르넹 키키
아이 고럼 일찍 일어나서 먹제
나도 점심은 샌드위치 먹을 건뎅!
요 우리 통했네 키키
멀로 먹게
키키 일어나서 바로  점심?
웅웅 아점이야! 다이어트 중
키키 벌써 배고프긴 하당
하루에 몇 끼 먹어"
1856,일반 대화,"이제 민방위 훈련 언제야?
민방위 아직 안 날라옴 하하
그거 이번 년도 또 해야 행?
나도 직접 가서 해보고 싶다 하하
어디루 가는디? 옳
회사 째고 가서 교육 듣고 싶당 하하
어디 진주 어디 가는갑던디
가서 뭐한뎅 키키
같이 갈 사람 있어?
아뉘 같이 가면 안되지 하하
키키 역시 **은 회사 쨀 생각만 하다니
회사 째는 게 세상에서 젤 조항 하하
친구랑 맞춰서 가면 안 되는 거뉘?
회사 형들은 그렇게 하던디 하하
단독으로 가는 거구나?
난 안 가봐서 모르겠음 하하
민방위는 몇 년 하는 거얌
모르겠넹 하하 한 몇 년 하던디"
1857,일반 대화,"퇴근길이 무서움 키키
퇴근 좋은 거 아니가? 키키
그려~ 왜 무서운 거야?
지하철 때문에 키키
사람이 그리 많나? ㅋ
대구 지하철은 널널햐
지옥철임
너무 복잡해
따닥 붙어서 가겠다 키키
그리 붙어 있음 코로나 걸려
항상 사람이 많으니~
진 빠지겠노 키키
버스 타고 가면 되지
한번에 가는 버스가 없어서~
차 끌고 다녀 ㅋ
그려 아반데 끌고 출근해
고민 중이야 기름값 드니
날 추워짐 차가 좋을 텐데 키키
차 타고 일하러 댕겨"
1858,일반 대화,"알바해본 적 있니?
응 나 스무 살 때부터!
난 편의점 알바해 보고 싶어
나도 그건 안 해봤다
우와 무슨 알바해 봤어
나는 카페를 젤 마니
나 줄 세우고 각 재기 좋아해
오오 그럼 놀이공원에서 알바해
오 카페 알바 재밌겠음
ㄴㄴ 진짜 힘들었다
키키 아니 사람 말고 물건 키키
아하 키키 오징어 게임 봐서 정산 이상해짐
힘들다고? 스벅 알바는 죽으려고 하긴 하더라
카페 알바하고 주부습진 생김
키키 오징어 게임 존잼쓰...
ㅇㅈ 정재 삼촌 잘생겼어..."
1859,일반 대화,"넌 무슨 운동하니?
나는 필라테스 했었어!
난 운동 안 해!
앜 키키 나도 지금은 숨 쉬기!
오 필라테스 왕 힘들다던데
플라잉이 진짜 고문
나 넘 바쁘거든
그런 것 같아! 부러워
왜냐면 낚시 다녀...
넘 바빠
앜 키키 낚시 나 구멍치기 해봐써
키키 일한다고 바빠야 할 텐데 키키
키키 나도 바쁘고 싶다
구멍치기가 뭐꾸...?
나 낚린이야 2주 됐어
키키 구멍치기 왕쉬운 거
키키 난 언제 부자가 될까 ㅠ
나도... 맨날 복권 당첨되는 꿈"
1860,일반 대화,"아빠 자생병원 가보니 어땠어?
아버지 어깨 때문에 갔다 오셨어요?
응 잠을 못 잘 정도로 아파서
어깨 한번 아프면 오래감
자생은 한방병원 아니가?
응 한방도 하고 양방도 해
근육이완제 같은 주사도 놔줌
그거 엄청 아프다던데...
맞고 나니 그래도 전보다 훨 나아
한 달 정도 치료 받아야 나을 듯
전에 누나 입원한 병원 아니가?
누나 입원한 곳이랑 같은 곳이야
응 전에 나 입원한 곳~
그때 한 달 입원했었제?
답답하다고 한 달 안돼서 퇴원함
응 키키 너무 답답했음
자생병원 가면 침 부항 다해줘요?
응 그거 다하고 물리 치료도 하고"
1861,일반 대화,"반려동물 키울 생각 있니?
멍멍이 키우고 싶ㅈ다
우리 집엔 강아지 1 있어...
오 진까? 어떤 종인데?
멍멍이 키워!
넘 사랑이야
키키 나 사랑하는데 동물 털 알러지 극심해 ㅠㅠ
코카스파니엘이라고 아니...?
오오오오옹 핵귀...
3대 지랄견인디... 귀여웡
키운 지 얼마나 댔는데?
얼마 전에 7세 생일 지났어
오우 오우 할머니? 할부지?
엄청 얌전한데 왜 지랄견이야 ㅠ
키키 개바개인 거 같은뎅... 그건...
아냐 요즘 20년은 거뜬하다구!  할모니야...
키키 나만 멈머 없져..."
1862,일반 대화,"우리 다이어트 언제 하니
다이어트 지금 하고 있는뒤 하하
요즘 너무 주춤 했다 맞지
본격적으로 해볼 테야 ?
운동 너무 안 갔잖아
연휴 때는 원래 달려줘야지
엉 우리 가을에  열심히 하기루
담 주부터 다시 해보작 그럼 하하
연휴 끝나면 또 돌입해야 행
저녁에 이제 그럼 밥 말고
근데 너 정장이  자꾸 커져서
다이어트식으로 먹어야 됨 하하
우짜노 키키 아저씨가 이제 안된다며
운동 많이 해도 식단 안 해주면 안 빠지더라구
엉 나두 좀 덜 먹을랭
그러니깐 그럼 가을 겨울 ㄱㄱ"
